학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000009476,가림중학교,중학교,1991-03-01,공립,본교,운영,경기도 광명시 하안동 261,경기도 광명시 오리로 616,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4576430810,126.8796742172,2021-03-25,7001220,한국교원대학교
B000012199,대구여자고등학교,고등학교,1954-06-21,공립,본교,운영,대구광역시 수성구 범어동 240-4,대구광역시 수성구 달구벌대로488길 17,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85650935,128.6298640456,2021-03-25,7001220,한국교원대학교
B000009369,궁내중학교,중학교,1994-03-01,공립,본교,운영,경기도 군포시 산본동 1149-5,경기도 군포시 수리산로 171,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-22,37.3638863553,126.9190775804,2021-03-25,7001220,한국교원대학교
B000022573,군포신기초등학교,초등학교,2012-09-01,공립,본교,운영,경기도 군포시 부곡동 1208,경기도 군포시 삼성로28번길 3,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-22,37.3386448692,126.9327811880,2021-03-25,7001220,한국교원대학교
B000025726,아산테크노중학교,중학교,2017-03-01,공립,본교,운영,충청남도 아산시 둔포면 석곡리 1782,충청남도 아산시 둔포면 아산밸리북로 32,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.92648648,127.0518272235,2021-03-25,7001220,한국교원대학교
B000012251,인천만수고등학교,고등학교,2008-03-03,공립,본교,운영,인천광역시 남동구 만수동 605-5,인천광역시 남동구 장승로 91,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.44709898,126.7422696651,2021-03-25,7001220,한국교원대학교
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5853515241,127.0865921933,2021-03-25,7001220,한국교원대학교
B000007925,병곡초등학교,초등학교,1932-09-30,공립,본교,운영,경상남도 함양군 병곡면 송평리 80,경상남도 함양군 병곡면 휴촌길 21,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2020-09-22,35.52900882,127.6902503350,2021-03-25,7001220,한국교원대학교
B000025146,별빛중학교,중학교,2016-03-01,공립,본교,운영,경상북도 영천시 고경면 해선리 240-3,경상북도 영천시 고경면 월천길 1-27,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2020-09-22,36.0023291155,129.0432454631,2021-03-25,7001220,한국교원대학교
B000022832,인천한빛초등학교,초등학교,2012-05-01,공립,본교,운영,인천광역시 남동구 서창동 694,인천광역시 남동구 서창남순환로 190-28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4241951196,126.7441353197,2021-03-25,7001220,한국교원대학교
B000004101,시흥은행초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 시흥시 은행동 545,경기도 시흥시 대은로104번길 29-10,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.4425862756,126.8007226554,2021-03-25,7001220,한국교원대학교
B000006816,청해초등학교,초등학교,1941-07-09,공립,본교,운영,전라남도 완도군 완도읍 장좌리 600,전라남도 완도군 완도읍 청해진로 1374,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2020-09-22,34.3594161743,126.7278074638,2021-03-25,7001220,한국교원대학교
B000009920,대성중학교,중학교,1951-09-01,사립,본교,운영,충청북도 청주시 흥덕구 신봉동 171-9,충청북도 청주시 흥덕구 사운로 342,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6580328030,127.4691294463,2021-03-25,7001220,한국교원대학교
B000022777,가재울고등학교,고등학교,2013-03-01,공립,본교,운영,서울특별시 서대문구 북가좌동 476,서울특별시 서대문구 수색로 100-35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.5744458740,126.9094147806,2021-03-25,7001220,한국교원대학교
B000007002,모아초등학교,초등학교,1949-12-01,공립,본교,운영,경상북도 경주시 천북면 모아리 616,경상북도 경주시 천북면 산업로 4974-5,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2020-09-22,35.9206086016,129.2466224776,2021-03-25,7001220,한국교원대학교
B000005187,양구초등학교,초등학교,1911-04-01,공립,본교,운영,강원도 양구군 양구읍 상리 197-2,강원도 양구군 양구읍 양구새싹로 48,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1029082347,127.9914525088,2021-03-25,7001220,한국교원대학교
B000024401,서진초등학교,초등학교,2014-03-03,공립,본교,운영,경상남도 진주시 평거동 800,경상남도 진주시 새평거로 85,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1690196298,128.0566549549,2021-03-25,7001220,한국교원대학교
B000012187,함지고등학교,고등학교,2008-03-01,공립,본교,운영,대구광역시 북구 구암동 488-3,대구광역시 북구 학정로48길 46,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9278684091,128.5605124825,2021-03-25,7001220,한국교원대학교
B000006285,무주초등학교,초등학교,1909-09-03,공립,본교,운영,전라북도 무주군 무주읍 읍내리 343,전라북도 무주군 무주읍 향한로 43,8320000,전라북도교육청,8411000,전라북도무주교육지원청,2013-11-29,2020-09-22,36.0102783602,127.6603152275,2021-03-25,7001220,한국교원대학교
B000005218,거성초등학교,초등학교,1969-03-08,공립,본교,운영,강원도 고성군 거진읍 거진리 180-1,강원도 고성군 거진읍 거성길 38,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.4525810779,128.4571605717,2021-03-25,7001220,한국교원대학교
B000011312,고명외식고등학교,고등학교,1956-02-21,사립,본교,운영,서울특별시 성북구 동선동4가 325-1,서울특별시 성북구 북악산로 870,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.5976746822,127.0191869256,2021-03-25,7001220,한국교원대학교
B000012217,경원고등학교,고등학교,1976-03-01,사립,본교,운영,대구광역시 달서구 용산동 6,대구광역시 달서구 새방로 77,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8654793232,128.5256790424,2021-03-25,7001220,한국교원대학교
B000008723,대진중학교,중학교,2006-03-03,공립,본교,운영,대구광역시 달서구 대곡동 1036-1,대구광역시 달서구 화암로73길 7,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8057257503,128.5195259392,2021-03-25,7001220,한국교원대학교
B000007621,산양초등학교풍화분교장,초등학교,1941-05-02,공립,분교,운영,경상남도 통영시 산양읍 풍화리 829-5,경상남도 통영시 산양읍 풍화일주로 388,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.8267798897,128.3580467157,2021-03-25,7001220,한국교원대학교
B000013402,옥종고등학교,고등학교,1973-03-06,공립,본교,운영,경상남도 하동군 옥종면 양구리 41-1,경상남도 하동군 옥종면 옥수로 4-9,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2020-09-22,35.1781630658,127.8845971993,2021-03-25,7001220,한국교원대학교
B000012120,동인고등학교,고등학교,1974-03-05,사립,본교,운영,부산광역시 동래구 사직동 981-90,부산광역시 동래구 쇠미로31번길 34,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.1985219327,129.0509968556,2021-03-25,7001220,한국교원대학교
B000009774,왕산중학교,중학교,1970-06-09,공립,본교,운영,강원도 강릉시 왕산면 도마리 325-18,강원도 강릉시 왕산면 백두대간로 2005,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.6729714734,128.8367696291,2021-03-25,7001220,한국교원대학교
B000002256,서울원촌초등학교,초등학교,1979-09-18,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5061894793,127.0125656334,2021-03-25,7001220,한국교원대학교
B000002849,대구태암초등학교,초등학교,2000-03-01,공립,본교,운영,대구광역시 북구 태전동 1076-8,대구광역시 북구 칠곡중앙대로52길 56,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9230872797,128.5505021284,2021-03-25,7001220,한국교원대학교
B000010159,청양중학교,중학교,1931-09-01,공립,본교,운영,충청남도 청양군 청양읍 송방리 133-1,충청남도 청양군 청양읍 칠갑산로 179,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-22,36.4523246567,126.7955599812,2021-03-25,7001220,한국교원대학교
B000003409,신탄진용정초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 대덕구 신탄진동 50,대전광역시 대덕구 대청로 65,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.4542227175,127.4360305372,2021-03-25,7001220,한국교원대학교
B000002749,대구서촌초등학교,초등학교,1942-05-04,공립,본교,운영,대구광역시 동구 중대동 1082-1,대구광역시 동구 파계로 525-11,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9804048685,128.6317462104,2021-03-25,7001220,한국교원대학교
B000008691,복현중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 북구 복현동 301-17,대구광역시 북구 동북로65길 28,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8939410220,128.6279505727,2021-03-25,7001220,한국교원대학교
B000003071,인천성리초등학교,초등학교,1999-03-01,공립,본교,운영,인천광역시 남동구 구월동 1487,인천광역시 남동구 성리로 32-2,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4457367952,126.7099273,2021-03-25,7001220,한국교원대학교
B000008238,중앙중학교,중학교,1908-06-20,사립,본교,운영,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5837882231,126.9874726220,2021-03-25,7001220,한국교원대학교
B000010912,금천중학교,중학교,1952-02-10,공립,본교,운영,경상북도 청도군 금천면 동곡리 1035,경상북도 청도군 금천면 선암로 574-11,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-22,35.6880759544,128.8947636,2021-03-25,7001220,한국교원대학교
B000008523,성동중학교,중학교,1972-06-03,공립,본교,운영,부산광역시 남구 문현동 791,부산광역시 남구 남동천로 38,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1399333923,129.0662634840,2021-03-25,7001220,한국교원대학교
B000002753,대구불로초등학교,초등학교,1984-04-06,공립,본교,운영,대구광역시 동구 불로동 1017,대구광역시 동구 방천로3길 19,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8974803454,128.6335019624,2021-03-25,7001220,한국교원대학교
B000008237,상명대학교사범대학부속여자중학교,중학교,1966-11-01,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.6041089058,126.9551594965,2021-03-25,7001220,한국교원대학교
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.6004405635,126.9567149182,2021-03-25,7001220,한국교원대학교
B000003331,삼도초등학교,초등학교,1921-10-02,공립,본교,운영,광주광역시 광산구 도덕동 327,광주광역시 광산구 용진로 9,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1643748005,126.7008558619,2021-03-25,7001220,한국교원대학교
B000003495,남외초등학교,초등학교,2006-09-01,공립,본교,운영,울산광역시 중구 남외동 502-2,울산광역시 중구 남외3길 40,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.56569625,129.3490810328,2021-03-25,7001220,한국교원대학교
B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5780471818,127.0751330189,2021-03-25,7001220,한국교원대학교
B000011816,부일외국어고등학교,고등학교,1995-03-01,사립,본교,운영,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0907360856,129.0025604446,2021-03-25,7001220,한국교원대학교
B000011104,율하중학교,중학교,2010-03-01,공립,본교,운영,경상남도 김해시 율하동 1293,경상남도 김해시 율하1로 39,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.1750809823,128.8080009585,2021-03-25,7001220,한국교원대학교
B000012153,삼성여자고등학교,고등학교,1975-03-03,사립,본교,운영,부산광역시 사하구 감천동 598-1,부산광역시 사하구 감천로43번길 45,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0942249707,128.9982328419,2021-03-25,7001220,한국교원대학교
B000007846,좌삼초등학교,초등학교,1946-09-20,공립,본교,운영,경상남도 양산시 상북면 좌삼리 493,경상남도 양산시 상북면 수서로 275-16,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.4410257869,129.0434677832,2021-03-25,7001220,한국교원대학교
B000011160,영산중학교,중학교,1951-06-25,공립,본교,운영,경상남도 창녕군 영산면 서리 253,경상남도 창녕군 영산면 영산계성로 87,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2020-09-22,35.4601690996,128.5242737448,2021-03-25,7001220,한국교원대학교
B000007805,유어초등학교,초등학교,1926-10-01,공립,본교,운영,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2020-09-22,35.5094463657,128.4110123749,2021-03-25,7001220,한국교원대학교
B000002310,서울동작초등학교,초등학교,1983-04-06,공립,본교,운영,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.49410161,126.9765088317,2021-03-25,7001220,한국교원대학교
B000012048,서울문영여자고등학교,고등학교,1991-11-07,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4729045674,126.9509180627,2021-03-25,7001220,한국교원대학교
B000002198,서울갈산초등학교,초등학교,1987-11-26,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5123715649,126.8702298753,2021-03-25,7001220,한국교원대학교
B000002049,서울태랑초등학교,초등학교,2001-06-11,공립,본교,운영,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6262505606,127.0906030782,2021-03-25,7001220,한국교원대학교
B000002065,서울한천초등학교,초등학교,1984-05-07,공립,본교,운영,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6207093618,127.0692435267,2021-03-25,7001220,한국교원대학교
B000002467,괴정초등학교,초등학교,1969-10-23,공립,본교,운영,부산광역시 사하구 괴정동 230,부산광역시 사하구 낙동대로 152,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1037639639,128.9997579255,2021-03-25,7001220,한국교원대학교
B000003436,대전관저초등학교,초등학교,1997-10-02,공립,본교,운영,대전광역시 서구 관저동 992,대전광역시 서구 관저동로 161,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3065592417,127.3399114515,2021-03-25,7001220,한국교원대학교
B000007725,무안초등학교,초등학교,1921-04-21,공립,본교,운영,경상남도 밀양시 무안면 무안리 927-1,경상남도 밀양시 무안면 사명로 531,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2020-09-22,35.4729283026,128.651293,2021-03-25,7001220,한국교원대학교
B000012181,영신고등학교,고등학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9200042205,128.6464240151,2021-03-25,7001220,한국교원대학교
B000008068,의귀초등학교,초등학교,1959-02-20,공립,본교,운영,제주특별자치도 서귀포시 남원읍 의귀리 1483-3,제주특별자치도 서귀포시 남원읍 한신로 213,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.3111189463,126.7146280233,2021-03-25,7001220,한국교원대학교
B000022613,거제장평중학교,중학교,2013-03-01,공립,본교,운영,경상남도 거제시 장평동 148,경상남도 거제시 장평4로 40,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2020-09-22,34.8860856897,128.6064665441,2021-03-25,7001220,한국교원대학교
B000022983,연무여자중학교,중학교,1969-11-18,사립,본교,운영,충청남도 논산시 연무읍 동산리 879,충청남도 논산시 연무읍 동안로887번길 5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1353646633,127.1046327792,2021-03-25,7001220,한국교원대학교
B000002721,기장초등학교,초등학교,1911-07-01,공립,본교,운영,부산광역시 기장군 기장읍 동부리 320,부산광역시 기장군 기장읍 읍내로 69,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.2457721711,129.2127656357,2021-03-25,7001220,한국교원대학교
B000012154,성일여자고등학교,고등학교,1988-03-01,사립,본교,운영,부산광역시 사하구 신평동 60-1,부산광역시 사하구 다대로 161,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0894995115,128.9800626422,2021-03-25,7001220,한국교원대학교
B000007661,칠산초등학교,초등학교,1945-05-30,공립,본교,운영,경상남도 김해시 화목동 773-1,경상남도 김해시 칠산로 413번길 16-2,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2100164919,128.8515414589,2021-03-25,7001220,한국교원대학교
B000007938,북상초등학교,초등학교,1928-07-01,공립,본교,운영,경상남도 거창군 북상면 갈계리 1439-1,경상남도 거창군 북상면 송계로 731-18,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2020-09-22,35.7800958508,127.8170386283,2021-03-25,7001220,한국교원대학교
B000013479,대영고등학교,고등학교,1987-12-15,공립,본교,운영,서울특별시 영등포구 신길동 336-2,서울특별시 영등포구 도림로86길 16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.5036610907,126.9058657208,2021-03-25,7001220,한국교원대학교
B000002754,대구아양초등학교,초등학교,1958-04-07,공립,본교,운영,대구광역시 동구 신암동 1463,대구광역시 동구 아양로 221,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8874626806,128.6374337595,2021-03-25,7001220,한국교원대학교
B000009024,가수원중학교,중학교,1988-03-05,공립,본교,운영,대전광역시 서구 가수원동 806-18,대전광역시 서구 가수원로 26,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.2984721120,127.3545579779,2021-03-25,7001220,한국교원대학교
B000008657,동원중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 수성구 만촌동 254,대구광역시 수성구 효행로2길 81,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8758564238,128.6510708012,2021-03-25,7001220,한국교원대학교
B000002213,서울양동초등학교,초등학교,1972-08-11,공립,본교,운영,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5258482641,126.8512401949,2021-03-25,7001220,한국교원대학교
B000011810,한국과학영재학교,고등학교,1990-09-07,국립,본교,운영,부산광역시 부산진구 당감동 899,부산광역시 부산진구 백양관문로 105-47,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1652001148,129.0257843961,2021-03-25,7001220,한국교원대학교
B000012208,대구남산고등학교,고등학교,1953-01-31,사립,본교,운영,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8573124709,128.6091788103,2021-03-25,7001220,한국교원대학교
B000026354,고헌중학교,중학교,2020-03-01,공립,본교,운영,울산광역시 북구 화봉동 1485-1,울산광역시 북구 박상진2로 81,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-03-23,35.5977791513,129.3640269924,2021-03-25,7001220,한국교원대학교
B000002653,서감초등학교,초등학교,1984-03-30,공립,본교,운영,부산광역시 사상구 감전동 122-1,부산광역시 사상구 괘감로 64,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.1578202930,128.9820601929,2021-03-25,7001220,한국교원대학교
B000009788,상장중학교,중학교,1983-12-31,공립,본교,운영,강원도 태백시 황지동 123,강원도 태백시 태백로 1221,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.1506861110,128.9921216822,2021-03-25,7001220,한국교원대학교
B000005015,맹방초등학교,초등학교,1946-12-12,공립,본교,운영,강원도 삼척시 근덕면 상맹방리 171-2,강원도 삼척시 근덕면 삼척로 3884-4,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.3985267608,129.2127768062,2021-03-25,7001220,한국교원대학교
B000009803,미로중학교,중학교,1971-04-21,공립,본교,운영,강원도 삼척시 미로면 하거노리 449,강원도 삼척시 미로면 강원남부로 3907,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.4104154106,129.1038914525,2021-03-25,7001220,한국교원대학교
B000002295,서울신구초등학교,초등학교,1981-11-03,공립,본교,운영,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5233605741,127.0239924278,2021-03-25,7001220,한국교원대학교
B000007934,거창초등학교,초등학교,1907-06-01,공립,본교,운영,경상남도 거창군 거창읍 중앙리 311,경상남도 거창군 거창읍 아림로 48,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2020-09-22,35.6875316029,127.9100891505,2021-03-25,7001220,한국교원대학교
B000008561,동래여자중학교,중학교,1895-10-15,사립,본교,운영,부산광역시 금정구 구서동 72-3,부산광역시 금정구 체육공원로 20,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2470423417,129.0981971986,2021-03-25,7001220,한국교원대학교
B000003295,유안초등학교,초등학교,1991-03-01,공립,본교,운영,광주광역시 남구 봉선동 124,광주광역시 남구 봉선로175번길 16,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1254853980,126.9146862351,2021-03-25,7001220,한국교원대학교
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.6135762310,127.0924084884,2021-03-25,7001220,한국교원대학교
B000002770,영신초등학교,초등학교,1965-03-10,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9200042205,128.6464240151,2021-03-25,7001220,한국교원대학교
B000005687,서령초등학교,초등학교,1948-09-01,공립,본교,운영,충청남도 서산시 죽성동 77-2,충청남도 서산시 남부순환로 749,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2020-09-22,36.7442166461,126.4470036282,2021-03-25,7001220,한국교원대학교
